,country,year,gdp,income,electricity_consumption
49,Albania,1965,6330000000.0,2990.0,532.0
50,Albania,1966,6750000000.0,3100.0,532.0
51,Albania,1967,7200000000.0,3220.0,532.0
52,Albania,1968,7660000000.0,3330.0,532.0
53,Albania,1969,8120000000.0,3440.0,532.0
54,Albania,1970,8640000000.0,3570.0,532.0
55,Albania,1971,9210000000.0,3710.0,532.0
56,Albania,1972,9800000000.0,3860.0,568.0
57,Albania,1973,10500000000.0,4050.0,593.0
58,Albania,1974,10800000000.0,4070.0,591.0
59,Albania,1975,11100000000.0,4080.0,739.0
60,Albania,1976,11400000000.0,4100.0,909.0
61,Albania,1977,11700000000.0,4120.0,1070.0
62,Albania,1978,12000000000.0,4140.0,1100.0
63,Albania,1979,12300000000.0,4160.0,1070.0
64,Albania,1980,12700000000.0,4190.0,1140.0
65,Albania,1981,13000000000.0,4210.0,1120.0
66,Albania,1982,13300000000.0,4230.0,1100.0
67,Albania,1983,13600000000.0,4260.0,1070.0
68,Albania,1984,14000000000.0,4280.0,1020.0
69,Albania,1985,14400000000.0,4300.0,796.0
70,Albania,1986,14900000000.0,4330.0,1420.0
71,Albania,1987,15400000000.0,4360.0,1160.0
72,Albania,1988,15900000000.0,4390.0,1010.0
73,Albania,1989,16300000000.0,4420.0,1020.0
74,Albania,1990,16600000000.0,4460.0,552.0
75,Albania,1991,11800000000.0,3230.0,418.0
76,Albania,1992,10800000000.0,3020.0,454.0
77,Albania,1993,11600000000.0,3320.0,536.0
78,Albania,1994,12200000000.0,3620.0,596.0
79,Albania,1995,13600000000.0,4130.0,664.0
80,Albania,1996,14700000000.0,4530.0,904.0
81,Albania,1997,13000000000.0,4060.0,695.0
82,Albania,1998,14600000000.0,4450.0,735.0
83,Albania,1999,15900000000.0,5060.0,1410.0
84,Albania,2000,17000000000.0,5440.0,1450.0
85,Albania,2001,18200000000.0,5950.0,1350.0
86,Albania,2002,18800000000.0,6240.0,1580.0
87,Albania,2003,19900000000.0,6610.0,1470.0
88,Albania,2004,21100000000.0,7000.0,1800.0
89,Albania,2005,22300000000.0,7430.0,1720.0
90,Albania,2006,23500000000.0,7910.0,1220.0
91,Albania,2007,24900000000.0,8450.0,1210.0
92,Albania,2008,26700000000.0,9160.0,1620.0
93,Albania,2009,27600000000.0,9530.0,1840.0
94,Albania,2010,28500000000.0,9930.0,1940.0
95,Albania,2011,29300000000.0,10200.0,2210.0
96,Albania,2012,30100000000.0,10400.0,2120.0
97,Albania,2013,30700000000.0,10500.0,2530.0
98,Algeria,1965,78700000000.0,6850.0,134.0
99,Algeria,1966,74500000000.0,6210.0,134.0
100,Algeria,1967,81000000000.0,6700.0,134.0
101,Algeria,1968,90400000000.0,7200.0,134.0
102,Algeria,1969,99200000000.0,7570.0,134.0
103,Algeria,1970,109000000000.0,8070.0,134.0
104,Algeria,1971,100000000000.0,7170.0,134.0
105,Algeria,1972,121000000000.0,8410.0,143.0
106,Algeria,1973,125000000000.0,8430.0,159.0
107,Algeria,1974,133000000000.0,8670.0,171.0
108,Algeria,1975,143000000000.0,8990.0,196.0
109,Algeria,1976,152000000000.0,9290.0,220.0
110,Algeria,1977,166000000000.0,9810.0,233.0
111,Algeria,1978,188000000000.0,10700.0,279.0
112,Algeria,1979,205000000000.0,11300.0,315.0
113,Algeria,1980,209000000000.0,11200.0,330.0
114,Algeria,1981,215000000000.0,11100.0,363.0
115,Algeria,1982,229000000000.0,11400.0,406.0
116,Algeria,1983,241000000000.0,11600.0,417.0
117,Algeria,1984,255000000000.0,11800.0,441.0
118,Algeria,1985,268000000000.0,12100.0,466.0
119,Algeria,1986,265000000000.0,11600.0,485.0
120,Algeria,1987,264000000000.0,11200.0,455.0
121,Algeria,1988,258000000000.0,10700.0,482.0
122,Algeria,1989,267000000000.0,10700.0,522.0
123,Algeria,1990,263000000000.0,10300.0,532.0
124,Algeria,1991,260000000000.0,9930.0,532.0
125,Algeria,1992,265000000000.0,9870.0,560.0
126,Algeria,1993,259000000000.0,9450.0,548.0
127,Algeria,1994,256000000000.0,9170.0,551.0
128,Algeria,1995,266000000000.0,9340.0,560.0
129,Algeria,1996,276000000000.0,9560.0,571.0
130,Algeria,1997,278000000000.0,9510.0,576.0
131,Algeria,1998,292000000000.0,9840.0,618.0
132,Algeria,1999,301000000000.0,10000.0,653.0
133,Algeria,2000,309000000000.0,10300.0,683.0
134,Algeria,2001,317000000000.0,10400.0,709.0
135,Algeria,2002,330000000000.0,10900.0,731.0
136,Algeria,2003,353000000000.0,11500.0,786.0
137,Algeria,2004,372000000000.0,11800.0,804.0
138,Algeria,2005,392000000000.0,12400.0,891.0
139,Algeria,2006,399000000000.0,12400.0,862.0
140,Algeria,2007,413000000000.0,12600.0,894.0
141,Algeria,2008,421000000000.0,12700.0,947.0
142,Algeria,2009,428000000000.0,12700.0,866.0
143,Algeria,2010,443000000000.0,12900.0,1020.0
144,Algeria,2011,454000000000.0,13000.0,1120.0
145,Algeria,2012,465000000000.0,13200.0,1240.0
146,Algeria,2013,479000000000.0,13300.0,1280.0
196,Angola,1965,25500000000.0,4970.0,92.0
197,Angola,1966,26900000000.0,5190.0,92.0
198,Angola,1967,28500000000.0,5410.0,92.0
199,Angola,1968,28100000000.0,5250.0,92.0
200,Angola,1969,28900000000.0,5320.0,92.0
201,Angola,1970,30800000000.0,5570.0,92.0
202,Angola,1971,32600000000.0,5790.0,92.0
203,Angola,1972,32700000000.0,5690.0,101.0
204,Angola,1973,35300000000.0,6010.0,114.0
205,Angola,1974,36400000000.0,6060.0,136.0
206,Angola,1975,34600000000.0,5620.0,139.0
207,Angola,1976,32800000000.0,5010.0,60.3
208,Angola,1977,33000000000.0,4960.0,58.3
209,Angola,1978,31300000000.0,5070.0,56.3
210,Angola,1979,31400000000.0,5080.0,58.6
211,Angola,1980,32200000000.0,5110.0,60.7
212,Angola,1981,30800000000.0,4930.0,58.6
213,Angola,1982,30800000000.0,4610.0,60.3
214,Angola,1983,32100000000.0,4340.0,63.3
215,Angola,1984,34000000000.0,4260.0,52.2
216,Angola,1985,35200000000.0,4210.0,60.6
217,Angola,1986,36300000000.0,3760.0,58.5
218,Angola,1987,38900000000.0,4130.0,56.8
219,Angola,1988,41000000000.0,4650.0,55.2
220,Angola,1989,41200000000.0,4670.0,53.6
221,Angola,1990,41000000000.0,4760.0,53.2
222,Angola,1991,41400000000.0,4650.0,54.5
223,Angola,1992,39000000000.0,4240.0,53.5
224,Angola,1993,29700000000.0,3120.0,52.0
225,Angola,1994,30100000000.0,3060.0,50.7
226,Angola,1995,34600000000.0,3410.0,49.3
227,Angola,1996,41500000000.0,3750.0,51.1
228,Angola,1997,43800000000.0,3890.0,69.3
229,Angola,1998,43800000000.0,3950.0,73.3
230,Angola,1999,45200000000.0,3900.0,71.9
231,Angola,2000,46500000000.0,3890.0,75.3
232,Angola,2001,48000000000.0,3920.0,82.6
233,Angola,2002,55000000000.0,4320.0,86.0
234,Angola,2003,56800000000.0,4300.0,95.9
235,Angola,2004,63100000000.0,4610.0,87.5
236,Angola,2005,76100000000.0,5110.0,109.0
237,Angola,2006,90200000000.0,5500.0,145.0
238,Angola,2007,111000000000.0,6040.0,133.0
239,Angola,2008,127000000000.0,6470.0,172.0
240,Angola,2009,130000000000.0,6290.0,189.0
241,Angola,2010,134000000000.0,6360.0,206.0
242,Angola,2011,139000000000.0,6350.0,207.0
243,Angola,2012,146000000000.0,6650.0,219.0
244,Angola,2013,152000000000.0,6730.0,280.0
294,Argentina,1965,195000000000.0,11200.0,874.0
295,Argentina,1966,196000000000.0,11100.0,874.0
296,Argentina,1967,201000000000.0,11300.0,874.0
297,Argentina,1968,210000000000.0,11600.0,874.0
298,Argentina,1969,228000000000.0,12400.0,874.0
299,Argentina,1970,240000000000.0,12900.0,874.0
300,Argentina,1971,250000000000.0,13300.0,874.0
301,Argentina,1972,255000000000.0,13400.0,925.0
302,Argentina,1973,264000000000.0,14000.0,962.0
303,Argentina,1974,279000000000.0,14700.0,993.0
304,Argentina,1975,277000000000.0,14300.0,1010.0
305,Argentina,1976,277000000000.0,14000.0,1030.0
306,Argentina,1977,295000000000.0,14600.0,1080.0
307,Argentina,1978,285000000000.0,13800.0,1090.0
308,Argentina,1979,305000000000.0,14500.0,1220.0
309,Argentina,1980,310000000000.0,14500.0,1240.0
310,Argentina,1981,293000000000.0,13400.0,1200.0
311,Argentina,1982,284000000000.0,12800.0,1210.0
312,Argentina,1983,296000000000.0,13000.0,1260.0
313,Argentina,1984,303000000000.0,13100.0,1300.0
314,Argentina,1985,282000000000.0,12100.0,1290.0
315,Argentina,1986,303000000000.0,12800.0,1330.0
316,Argentina,1987,311000000000.0,12900.0,1410.0
317,Argentina,1988,305000000000.0,12500.0,1450.0
318,Argentina,1989,284000000000.0,11500.0,1320.0
319,Argentina,1990,279000000000.0,11400.0,1300.0
320,Argentina,1991,309000000000.0,12200.0,1350.0
321,Argentina,1992,340000000000.0,13000.0,1410.0
322,Argentina,1993,360000000000.0,13900.0,1500.0
323,Argentina,1994,382000000000.0,14500.0,1580.0
324,Argentina,1995,372000000000.0,14000.0,1650.0
325,Argentina,1996,393000000000.0,14600.0,1730.0
326,Argentina,1997,426000000000.0,15600.0,1850.0
327,Argentina,1998,443000000000.0,16000.0,1970.0
328,Argentina,1999,428000000000.0,15300.0,2030.0
329,Argentina,2000,425000000000.0,15000.0,2090.0
330,Argentina,2001,406000000000.0,14200.0,2120.0
331,Argentina,2002,361000000000.0,12500.0,2010.0
332,Argentina,2003,392000000000.0,13400.0,2180.0
333,Argentina,2004,427000000000.0,14500.0,2290.0
334,Argentina,2005,466000000000.0,15600.0,2410.0
335,Argentina,2006,504000000000.0,16700.0,2370.0
336,Argentina,2007,546000000000.0,18000.0,2460.0
337,Argentina,2008,582000000000.0,18600.0,2770.0
338,Argentina,2009,585000000000.0,17300.0,2730.0
339,Argentina,2010,637000000000.0,18900.0,2880.0
340,Argentina,2011,692000000000.0,19800.0,2930.0
341,Argentina,2012,703000000000.0,19400.0,3000.0
342,Argentina,2013,731000000000.0,19600.0,2970.0
343,Armenia,1965,6860000000.0,3520.0,2720.0
344,Armenia,1966,7330000000.0,3650.0,2720.0
345,Armenia,1967,7780000000.0,3770.0,2720.0
346,Armenia,1968,8370000000.0,3950.0,2720.0
347,Armenia,1969,8620000000.0,3960.0,2720.0
348,Armenia,1970,9430000000.0,4220.0,2720.0
349,Armenia,1971,9830000000.0,4280.0,2720.0
350,Armenia,1972,10000000000.0,4260.0,2720.0
351,Armenia,1973,11000000000.0,4560.0,2720.0
352,Armenia,1974,11400000000.0,4480.0,2720.0
353,Armenia,1975,11500000000.0,4400.0,2720.0
354,Armenia,1976,12000000000.0,4330.0,2720.0
355,Armenia,1977,12300000000.0,4250.0,2720.0
356,Armenia,1978,12600000000.0,4170.0,2720.0
357,Armenia,1979,12600000000.0,4100.0,2720.0
358,Armenia,1980,12600000000.0,4020.0,2720.0
359,Armenia,1981,12700000000.0,4090.0,2720.0
360,Armenia,1982,13000000000.0,4160.0,2720.0
361,Armenia,1983,13400000000.0,4140.0,2720.0
362,Armenia,1984,13500000000.0,4220.0,2720.0
363,Armenia,1985,13600000000.0,4300.0,2720.0
364,Armenia,1986,14200000000.0,4210.0,2720.0
365,Armenia,1987,14400000000.0,3920.0,2720.0
366,Armenia,1988,14600000000.0,3690.0,2720.0
367,Armenia,1989,14800000000.0,4120.0,2720.0
368,Armenia,1990,14200000000.0,3740.0,2720.0
369,Armenia,1991,12200000000.0,3340.0,2690.0
370,Armenia,1992,7110000000.0,1980.0,1960.0
371,Armenia,1993,6630000000.0,1850.0,1200.0
372,Armenia,1994,7050000000.0,1990.0,1050.0
373,Armenia,1995,7520000000.0,2170.0,1050.0
374,Armenia,1996,7850000000.0,2340.0,1220.0
375,Armenia,1997,8020000000.0,2440.0,1510.0
376,Armenia,1998,8570000000.0,2640.0,1310.0
377,Armenia,1999,8800000000.0,2740.0,1310.0
378,Armenia,2000,9290000000.0,2930.0,1300.0
379,Armenia,2001,10200000000.0,3220.0,1270.0
380,Armenia,2002,11800000000.0,3670.0,1240.0
381,Armenia,2003,13500000000.0,4210.0,1320.0
382,Armenia,2004,14900000000.0,4670.0,1440.0
383,Armenia,2005,17100000000.0,5360.0,1520.0
384,Armenia,2006,19400000000.0,6110.0,1640.0
385,Armenia,2007,22000000000.0,7010.0,1770.0
386,Armenia,2008,23500000000.0,7560.0,1670.0
387,Armenia,2009,20000000000.0,6530.0,1660.0
388,Armenia,2010,20300000000.0,6700.0,1730.0
389,Armenia,2011,21100000000.0,7020.0,1810.0
390,Armenia,2012,22700000000.0,7510.0,1890.0
391,Armenia,2013,23400000000.0,7720.0,1930.0
392,Australia,1965,184000000000.0,18200.0,2630.0
393,Australia,1966,190000000000.0,18300.0,2770.0
394,Australia,1967,204000000000.0,19100.0,2970.0
395,Australia,1968,217000000000.0,19800.0,3100.0
396,Australia,1969,230000000000.0,20500.0,3330.0
397,Australia,1970,244000000000.0,21300.0,3610.0
398,Australia,1971,255000000000.0,21700.0,3750.0
399,Australia,1972,262000000000.0,21800.0,3880.0
400,Australia,1973,277000000000.0,22600.0,4230.0
401,Australia,1974,284000000000.0,22700.0,4580.0
402,Australia,1975,292000000000.0,23000.0,4780.0
403,Australia,1976,305000000000.0,23600.0,4900.0
404,Australia,1977,308000000000.0,23500.0,5250.0
405,Australia,1978,316000000000.0,23800.0,5420.0
406,Australia,1979,332000000000.0,24700.0,5670.0
407,Australia,1980,339000000000.0,24800.0,5920.0
408,Australia,1981,349000000000.0,25100.0,6150.0
409,Australia,1982,347000000000.0,24600.0,6390.0
410,Australia,1983,348000000000.0,24300.0,6370.0
411,Australia,1984,373000000000.0,25600.0,6700.0
412,Australia,1985,393000000000.0,26500.0,7010.0
413,Australia,1986,401000000000.0,26600.0,7310.0
414,Australia,1987,422000000000.0,27400.0,7530.0
415,Australia,1988,441000000000.0,28100.0,7800.0
416,Australia,1989,460000000000.0,28800.0,8130.0
417,Australia,1990,467000000000.0,28700.0,8530.0
418,Australia,1991,468000000000.0,28200.0,8520.0
419,Australia,1992,484000000000.0,28000.0,8550.0
420,Australia,1993,503000000000.0,28800.0,8700.0
421,Australia,1994,524000000000.0,29600.0,8810.0
422,Australia,1995,545000000000.0,30400.0,8990.0
423,Australia,1996,565000000000.0,31200.0,9110.0
424,Australia,1997,590000000000.0,32100.0,9290.0
425,Australia,1998,623000000000.0,33200.0,9780.0
426,Australia,1999,648000000000.0,34500.0,10000.0
427,Australia,2000,661000000000.0,35400.0,10200.0
428,Australia,2001,687000000000.0,35600.0,10600.0
429,Australia,2002,710000000000.0,36600.0,10800.0
430,Australia,2003,740000000000.0,37200.0,10400.0
431,Australia,2004,761000000000.0,38300.0,10600.0
432,Australia,2005,789000000000.0,39000.0,10500.0
433,Australia,2006,813000000000.0,39500.0,10500.0
434,Australia,2007,852000000000.0,40700.0,11000.0
435,Australia,2008,874000000000.0,41400.0,10700.0
436,Australia,2009,889000000000.0,41300.0,10800.0
437,Australia,2010,916000000000.0,41500.0,10700.0
438,Australia,2011,940000000000.0,42000.0,10600.0
439,Australia,2012,970000000000.0,42800.0,10400.0
440,Australia,2013,994000000000.0,43200.0,10200.0
441,Austria,1965,102000000000.0,13600.0,2310.0
442,Austria,1966,107000000000.0,14300.0,2380.0
443,Austria,1967,111000000000.0,14600.0,2450.0
444,Austria,1968,115000000000.0,15200.0,2610.0
445,Austria,1969,123000000000.0,16200.0,2810.0
446,Austria,1970,132000000000.0,17300.0,3020.0
447,Austria,1971,139000000000.0,18100.0,3210.0
448,Austria,1972,147000000000.0,19200.0,3400.0
449,Austria,1973,154000000000.0,20100.0,3620.0
450,Austria,1974,160000000000.0,20900.0,3770.0
451,Austria,1975,160000000000.0,20900.0,3730.0
452,Austria,1976,168000000000.0,21900.0,4070.0
453,Austria,1977,175000000000.0,23000.0,4140.0
454,Austria,1978,174000000000.0,23000.0,4340.0
455,Austria,1979,184000000000.0,24400.0,4540.0
456,Austria,1980,188000000000.0,25000.0,4680.0
457,Austria,1981,187000000000.0,25000.0,4700.0
458,Austria,1982,191000000000.0,25400.0,4730.0
459,Austria,1983,197000000000.0,26300.0,4830.0
460,Austria,1984,197000000000.0,26400.0,5070.0
461,Austria,1985,202000000000.0,27100.0,5280.0
462,Austria,1986,207000000000.0,27700.0,5320.0
463,Austria,1987,210000000000.0,28200.0,5540.0
464,Austria,1988,217000000000.0,29100.0,5720.0
465,Austria,1989,226000000000.0,30300.0,5900.0
466,Austria,1990,235000000000.0,31300.0,6110.0
467,Austria,1991,242000000000.0,32100.0,6350.0
468,Austria,1992,246000000000.0,32400.0,6230.0
469,Austria,1993,247000000000.0,32300.0,6140.0
470,Austria,1994,254000000000.0,33000.0,6210.0
471,Austria,1995,259000000000.0,33800.0,6340.0
472,Austria,1996,267000000000.0,34500.0,6610.0
473,Austria,1997,272000000000.0,35200.0,6620.0
474,Austria,1998,281000000000.0,36400.0,6710.0
475,Austria,1999,290000000000.0,37700.0,6970.0
476,Austria,2000,300000000000.0,38800.0,7080.0
477,Austria,2001,303000000000.0,39200.0,7330.0
478,Austria,2002,307000000000.0,39600.0,7430.0
479,Austria,2003,312000000000.0,39800.0,7700.0
480,Austria,2004,321000000000.0,40700.0,7810.0
481,Austria,2005,329000000000.0,41300.0,7980.0
482,Austria,2006,341000000000.0,42500.0,8240.0
483,Austria,2007,354000000000.0,43900.0,8210.0
484,Austria,2008,358000000000.0,44400.0,8230.0
485,Austria,2009,345000000000.0,42700.0,7940.0
486,Austria,2010,352000000000.0,43300.0,8380.0
487,Austria,2011,361000000000.0,44500.0,8430.0
488,Austria,2012,363000000000.0,44600.0,8550.0
489,Austria,2013,364000000000.0,44300.0,8510.0
490,Azerbaijan,1965,26500000000.0,6450.0,2580.0
491,Azerbaijan,1966,28200000000.0,6710.0,2580.0
492,Azerbaijan,1967,29900000000.0,6960.0,2580.0
493,Azerbaijan,1968,32100000000.0,7310.0,2580.0
494,Azerbaijan,1969,33000000000.0,7370.0,2580.0
495,Azerbaijan,1970,36000000000.0,7890.0,2580.0
496,Azerbaijan,1971,37400000000.0,8040.0,2580.0
497,Azerbaijan,1972,38000000000.0,8030.0,2580.0
498,Azerbaijan,1973,41500000000.0,8650.0,2580.0
499,Azerbaijan,1974,42900000000.0,8650.0,2580.0
500,Azerbaijan,1975,43100000000.0,8660.0,2580.0
501,Azerbaijan,1976,45300000000.0,8660.0,2580.0
502,Azerbaijan,1977,46400000000.0,8660.0,2580.0
503,Azerbaijan,1978,47700000000.0,8660.0,2580.0
504,Azerbaijan,1979,47600000000.0,8670.0,2580.0
505,Azerbaijan,1980,47700000000.0,8670.0,2580.0
506,Azerbaijan,1981,48300000000.0,9050.0,2580.0
507,Azerbaijan,1982,49600000000.0,9440.0,2580.0
508,Azerbaijan,1983,51300000000.0,9640.0,2580.0
509,Azerbaijan,1984,52100000000.0,10000.0,2580.0
510,Azerbaijan,1985,52600000000.0,10300.0,2580.0
511,Azerbaijan,1986,54900000000.0,10400.0,2580.0
512,Azerbaijan,1987,55700000000.0,10700.0,2580.0
513,Azerbaijan,1988,57100000000.0,11100.0,2580.0
514,Azerbaijan,1989,58200000000.0,10000.0,2580.0
515,Azerbaijan,1990,57100000000.0,8790.0,2580.0
516,Azerbaijan,1991,56700000000.0,8590.0,2630.0
517,Azerbaijan,1992,44000000000.0,6550.0,2280.0
518,Azerbaijan,1993,34000000000.0,4960.0,2120.0
519,Azerbaijan,1994,27400000000.0,3930.0,1960.0
520,Azerbaijan,1995,24300000000.0,3430.0,1950.0
521,Azerbaijan,1996,24700000000.0,3440.0,1850.0
522,Azerbaijan,1997,26300000000.0,3600.0,1810.0
523,Azerbaijan,1998,29100000000.0,3920.0,1940.0
524,Azerbaijan,1999,31400000000.0,4180.0,2020.0
525,Azerbaijan,2000,35100000000.0,4600.0,2040.0
526,Azerbaijan,2001,38900000000.0,5020.0,2110.0
527,Azerbaijan,2002,43300000000.0,5450.0,2000.0
528,Azerbaijan,2003,48500000000.0,5970.0,2240.0
529,Azerbaijan,2004,54500000000.0,6460.0,2280.0
530,Azerbaijan,2005,68200000000.0,8180.0,2390.0
531,Azerbaijan,2006,91800000000.0,10900.0,2550.0
532,Azerbaijan,2007,115000000000.0,13500.0,2120.0
533,Azerbaijan,2008,127000000000.0,14600.0,2040.0
534,Azerbaijan,2009,139000000000.0,15700.0,1620.0
535,Azerbaijan,2010,146000000000.0,16200.0,1600.0
536,Azerbaijan,2011,147000000000.0,15800.0,1710.0
537,Azerbaijan,2012,150000000000.0,15900.0,2050.0
538,Azerbaijan,2013,159000000000.0,16600.0,2090.0
588,Bahrain,1965,4290000000.0,26400.0,1950.0
589,Bahrain,1966,4540000000.0,27500.0,1950.0
590,Bahrain,1967,4820000000.0,28700.0,1950.0
591,Bahrain,1968,5110000000.0,30000.0,1950.0
592,Bahrain,1969,5430000000.0,31300.0,1950.0
593,Bahrain,1970,5820000000.0,32800.0,1950.0
594,Bahrain,1971,6350000000.0,34500.0,1950.0
595,Bahrain,1972,6950000000.0,36300.0,1960.0
596,Bahrain,1973,7570000000.0,37800.0,2090.0
597,Bahrain,1974,8320000000.0,39500.0,2280.0
598,Bahrain,1975,7550000000.0,33900.0,2630.0
599,Bahrain,1976,8840000000.0,37200.0,3170.0
600,Bahrain,1977,9730000000.0,38300.0,3660.0
601,Bahrain,1978,10300000000.0,38000.0,3750.0
602,Bahrain,1979,10500000000.0,36400.0,4300.0
603,Bahrain,1980,11400000000.0,37800.0,4610.0
604,Bahrain,1981,11700000000.0,37100.0,4850.0
605,Bahrain,1982,12300000000.0,38000.0,5210.0
606,Bahrain,1983,13000000000.0,39000.0,5590.0
607,Bahrain,1984,13400000000.0,39100.0,15300.0
608,Bahrain,1985,13200000000.0,37500.0,15900.0
609,Bahrain,1986,13500000000.0,37000.0,16500.0
610,Bahrain,1987,13800000000.0,36500.0,14700.0
611,Bahrain,1988,14300000000.0,36600.0,15400.0
612,Bahrain,1989,14700000000.0,36300.0,15400.0
613,Bahrain,1990,14700000000.0,35100.0,15600.0
614,Bahrain,1991,15300000000.0,38000.0,14200.0
615,Bahrain,1992,16500000000.0,39500.0,18500.0
616,Bahrain,1993,17800000000.0,43500.0,21600.0
617,Bahrain,1994,17700000000.0,42300.0,20500.0
618,Bahrain,1995,18400000000.0,42900.0,20600.0
619,Bahrain,1996,19300000000.0,43500.0,20600.0
620,Bahrain,1997,20100000000.0,43600.0,21100.0
621,Bahrain,1998,21200000000.0,44300.0,21300.0
622,Bahrain,1999,22300000000.0,44600.0,20600.0
623,Bahrain,2000,23400000000.0,44900.0,20000.0
624,Bahrain,2001,24300000000.0,43900.0,20100.0
625,Bahrain,2002,25100000000.0,43100.0,20000.0
626,Bahrain,2003,26600000000.0,43200.0,19800.0
627,Bahrain,2004,28700000000.0,43400.0,19000.0
628,Bahrain,2005,32900000000.0,43200.0,21300.0
629,Bahrain,2006,38500000000.0,42700.0,21500.0
630,Bahrain,2007,46700000000.0,42800.0,20600.0
631,Bahrain,2008,55400000000.0,42200.0,18500.0
632,Bahrain,2009,47600000000.0,40700.0,17500.0
633,Bahrain,2010,50500000000.0,40600.0,18000.0
634,Bahrain,2011,53100000000.0,40200.0,17900.0
635,Bahrain,2012,55200000000.0,41000.0,17800.0
636,Bahrain,2013,57500000000.0,42700.0,18700.0
637,Bangladesh,1965,57800000000.0,1260.0,10.8
638,Bangladesh,1966,59200000000.0,1260.0,10.8
639,Bangladesh,1967,58700000000.0,1200.0,10.8
640,Bangladesh,1968,64800000000.0,1290.0,10.8
641,Bangladesh,1969,66200000000.0,1280.0,10.8
642,Bangladesh,1970,69200000000.0,1310.0,10.8
643,Bangladesh,1971,65400000000.0,1220.0,10.8
644,Bangladesh,1972,56900000000.0,1050.0,10.7
645,Bangladesh,1973,56300000000.0,1040.0,15.4
646,Bangladesh,1974,62600000000.0,1140.0,17.1
647,Bangladesh,1975,61400000000.0,1110.0,17.3
648,Bangladesh,1976,64000000000.0,1130.0,17.6
649,Bangladesh,1977,64300000000.0,1110.0,18.6
650,Bangladesh,1978,68900000000.0,1150.0,21.9
651,Bangladesh,1979,72100000000.0,1170.0,21.4
652,Bangladesh,1980,72600000000.0,1150.0,19.1
653,Bangladesh,1981,75000000000.0,1150.0,22.8
654,Bangladesh,1982,76000000000.0,1140.0,25.8
655,Bangladesh,1983,79900000000.0,1170.0,29.5
656,Bangladesh,1984,84500000000.0,1210.0,32.4
657,Bangladesh,1985,87500000000.0,1220.0,33.5
658,Bangladesh,1986,92000000000.0,1240.0,37.9
659,Bangladesh,1987,96600000000.0,1260.0,39.4
660,Bangladesh,1988,100000000000.0,1270.0,42.5
661,Bangladesh,1989,103000000000.0,1270.0,50.6
662,Bangladesh,1990,111000000000.0,1330.0,49.8
663,Bangladesh,1991,115000000000.0,1340.0,50.4
664,Bangladesh,1992,122000000000.0,1380.0,60.4
665,Bangladesh,1993,128000000000.0,1420.0,67.2
666,Bangladesh,1994,134000000000.0,1440.0,71.1
667,Bangladesh,1995,141000000000.0,1480.0,78.2
668,Bangladesh,1996,149000000000.0,1520.0,81.9
669,Bangladesh,1997,157000000000.0,1550.0,83.7
670,Bangladesh,1998,165000000000.0,1600.0,88.8
671,Bangladesh,1999,174000000000.0,1640.0,97.2
672,Bangladesh,2000,184000000000.0,1690.0,105.0
673,Bangladesh,2001,193000000000.0,1750.0,115.0
674,Bangladesh,2002,201000000000.0,1780.0,123.0
675,Bangladesh,2003,211000000000.0,1830.0,129.0
676,Bangladesh,2004,223000000000.0,1900.0,165.0
677,Bangladesh,2005,235000000000.0,1990.0,176.0
678,Bangladesh,2006,250000000000.0,2100.0,197.0
679,Bangladesh,2007,266000000000.0,2220.0,206.0
680,Bangladesh,2008,282000000000.0,2320.0,208.0
681,Bangladesh,2009,299000000000.0,2410.0,226.0
682,Bangladesh,2010,318000000000.0,2520.0,247.0
683,Bangladesh,2011,339000000000.0,2650.0,266.0
684,Bangladesh,2012,360000000000.0,2790.0,283.0
685,Bangladesh,2013,382000000000.0,2930.0,302.0
735,Belarus,1965,40900000000.0,4660.0,4380.0
736,Belarus,1966,42800000000.0,4860.0,4380.0
737,Belarus,1967,44700000000.0,5040.0,4380.0
738,Belarus,1968,47300000000.0,5310.0,4380.0
739,Belarus,1969,48000000000.0,5360.0,4380.0
740,Belarus,1970,51700000000.0,5750.0,4380.0
741,Belarus,1971,53000000000.0,5870.0,4380.0
742,Belarus,1972,53100000000.0,5880.0,4380.0
743,Belarus,1973,57500000000.0,6340.0,4380.0
744,Belarus,1974,59600000000.0,6470.0,4380.0
745,Belarus,1975,60300000000.0,6480.0,4380.0
746,Belarus,1976,63600000000.0,6780.0,4380.0
747,Belarus,1977,65600000000.0,6940.0,4380.0
748,Belarus,1978,67800000000.0,7110.0,4380.0
749,Belarus,1979,68100000000.0,7080.0,4380.0
750,Belarus,1980,68800000000.0,7090.0,4380.0
751,Belarus,1981,70100000000.0,7340.0,4380.0
752,Belarus,1982,72500000000.0,7600.0,4380.0
753,Belarus,1983,75500000000.0,7920.0,4380.0
754,Belarus,1984,77200000000.0,8110.0,4380.0
755,Belarus,1985,78500000000.0,8120.0,4380.0
756,Belarus,1986,82500000000.0,8270.0,4380.0
757,Belarus,1987,84300000000.0,8300.0,4380.0
758,Belarus,1988,86800000000.0,8210.0,4380.0
759,Belarus,1989,89000000000.0,8700.0,4380.0
760,Belarus,1990,87500000000.0,8370.0,4380.0
761,Belarus,1991,86300000000.0,8260.0,4430.0
762,Belarus,1992,77600000000.0,7450.0,3910.0
763,Belarus,1993,71400000000.0,6870.0,3450.0
764,Belarus,1994,62800000000.0,6070.0,3070.0
